field_name,form_name,section_header,field_type,field_label,select_choices_or_calculations,field_note,text_validation_type_or_show_slider_number,text_validation_min,text_validation_max,identifier,branching_logic,required_field,custom_alignment,question_number,matrix_group_name,matrix_ranking,field_annotation
left_acuity_far_vision_pin,ophthalmology,,dropdown,Left Acuity - Far Vision (Pinhole),"1, 20/20 | 2, 20/20 -1 | 3, 20/20 -2 | 4, 20/25 +2 | 5, 20/25 +1 | 6, 20/25 | 7, 20/25 -1 | 8, 20/25 -2 | 9, 20/30 +2 | 10, 20/30 +1 | 11, 20/30 | 12, 20/30 -1 | 13, 20/30 -2 | 14, 20/40 +2 | 15, 20/40 +1 | 16, 20/40 | 17, 20/40 -1 | 18, 20/40 -2 | 19, 20/50 +2 | 20, 20/50 +1 | 21, 20/50 | 22, 20/50 -1 | 23, 20/50 -2 | 24, 20/60 +2 | 25, 20/60 +1 | 26, 20/60 | 27, 20/60 -1 | 28, 20/60 -2 | 29, 20/70 +2 | 30, 20/70 +1 | 31, 20/70 | 32, 20/70 -1 | 33, 20/70 -2 | 34, 20/80 +2 | 35, 20/80 +1 | 36, 20/80 | 37, 20/90 +2 | 38, 20/90 +1 | 39, 20/90 | 40, 20/100 | 41, 20/200",,autocomplete,,,,,y,,,,,
right_intraocular_pressure,ophthalmology,,text,Right Intraocular Pressure,,,number,,,,,y,,,,,
left_intraocular_pressure,ophthalmology,,text,Left Intraocular Pressure,,,number,,,,,y,,,,,
right_corneal_thickness,ophthalmology,,text,Right Corneal Thickness,,,number,,,,,y,,,,,
left_corneal_thickness,ophthalmology,,text,Left Corneal Thickness,,,number,,,,,y,,,,,
right_fdt_visual_field_test_misses,ophthalmology,,radio,Right FDT/Visual Field Test - Total Misses,"1, 0: Normal | 2, 1-2: Suspect | 3, 3+: Abnormal",,,,,,,y,,,,,
left_fdt_visual_field_test_misses,ophthalmology,,radio,Left FDT/Visual Field Test - Total Misses,"1, 0: Normal | 2, 1-2: Suspect | 3, 3+: Abnormal",,,,,,,y,,,,,
right_cup_to_disc_ratio,ophthalmology,,text,Right Cup to Disc Ratio,,,number,,,,,y,,,,,
left_cup_to_disc_ratio,ophthalmology,,text,Left Cup to Disc Ratio,,,number,,,,,y,,,,,
physician_name_opth,ophthalmology,,text,Physician Name,,,,,,,,y,,,,,
ophtho_high_risk,ophthalmology,,yesno,"Patient meets high risk Ophthalmology criteria, assign a Patient Navigator.

Select if findings suggestive of risk requiring prompt follow up per Ophthalmologist recommendation ",,,,,,,,y,,,,,
reason_for_refer,ophthalmology,,checkbox,Reason for Referral at FDE,"4, Normal Exam | 1, Cataract (left) | 2, Cataract (right) | 3, Cataract (bilateral) | 6, Glaucoma | 5, Other",,,,,,,y,,,,,
reason_for_referal_opth,ophthalmology,,notes,"Comments for counseling at FDE

If other, please comment here",,,,,,,[reason_for_refer(5)] = '1' or [reason_for_refer(3)] = '1' or [reason_for_refer(2)] = '1' or [reason_for_refer(1)] = '1' or [reason_for_refer(6)] = '1',y,,,,,
ophthomology_check_out_tim,ophthalmology,,text,"Ophthalmology Check-Out Time

Please click ""Now"".",,,datetime_mdy,,,,,y,,,,,
