field_name,form_name,section_header,field_type,field_label,select_choices_or_calculations,field_note,text_validation_type_or_show_slider_number,text_validation_min,text_validation_max,identifier,branching_logic,required_field,custom_alignment,question_number,matrix_group_name,matrix_ranking,field_annotation
nml_pap_3yrs_6,womens_health,,radio,"<div class=""rich-text-field-label""><p><span style=""background-color: #ffff00;"">THIS PATIENT HAS HAD A NORMAL PAP SMEAR IN THE LAST 3 YEARS AT THE BIG PINE KEY HEALTH FAIR.</span></p> <p>Please confirm this with patient. </p></div>","1, Patient confirms | 2, Patient denies | 3, Patient refuses to answer",,,,,,"[20182019_arm_6][pap_smear_result] = ""1"" OR [20172018_arm_6][pap_smear_result] = ""1"" OR [20162017_arm_6][pap_smear_result] = ""1""",,,,,,
nml_pap_3yrs_7,womens_health,,radio,"<div class=""rich-text-field-label""><p><span style=""background-color: #ffff00;"">THIS PATIENT HAS HAD A NORMAL PAP SMEAR IN THE LAST 3 YEARS AT THE KEY WEST HEALTH FAIR.</span></p> <p>Please confirm this with patient. </p></div>","1, Patient confirms | 2, Patient denies | 3, Patient refuses to answer",,,,,,"[20182019_arm_7][pap_smear_result] = ""1"" OR [20172018_arm_7][pap_smear_result] = ""1"" OR [20162017_arm_7][pap_smear_result] = ""1""",,,,,,
nml_pap_3yrs_8,womens_health,,radio,"<div class=""rich-text-field-label""><p><span style=""background-color: #ffff00;"">THIS PATIENT HAS HAD A NORMAL PAP SMEAR IN THE LAST 3 YEARS AT THE JACK & JILL HEALTH FAIR.</span></p> <p>Please confirm this with patient. </p></div>","1, Patient confirms | 2, Patient denies | 3, Patient refuses to answer",,,,,,"[20182019_arm_8][pap_smear_result] = ""1"" OR [20172018_arm_8][pap_smear_result] = ""1"" OR [20162017_arm_8][pap_smear_result] = ""1""",,,,,,
nml_pap_3yrs_9,womens_health,,radio,"<div class=""rich-text-field-label""><p><span style=""background-color: #ffff00;"">THIS PATIENT HAS HAD A NORMAL PAP SMEAR IN THE LAST 3 YEARS AT THE LIBERTY CITY HEALTH FAIR.</span></p> <p>Please confirm this with patient. </p></div>","1, Patient confirms | 2, Patient denies | 3, Patient refuses to answer",,,,,,"[20182019_arm_9][pap_smear_result] = ""1"" OR [20172018_arm_9][pap_smear_result] = ""1"" OR [20162017_arm_9][pap_smear_result] = ""1""",,,,,,
nml_pap_3yrs_10,womens_health,,radio,"<div class=""rich-text-field-label""><p><span style=""background-color: #ffff00;"">THIS PATIENT HAS HAD A NORMAL PAP SMEAR IN THE LAST 3 YEARS AT THE LIGHT OF THE WORLD HEALTH FAIR.</span></p> <p>Please confirm this with patient. </p></div>","1, Patient confirms | 2, Patient denies | 3, Patient refuses to answer",,,,,,"[20182019_arm_10][pap_smear_result] = ""1"" OR [20172018_arm_10][pap_smear_result] = ""1"" OR [20162017_arm_10][pap_smear_result] = ""1""",,,,,,
nml_pap_3yrs_11,womens_health,,radio,"<div class=""rich-text-field-label""><p><span style=""background-color: #ffff00;"">THIS PATIENT HAS HAD A NORMAL PAP SMEAR IN THE LAST 3 YEARS AT THE WEST KENDALL HEALTH FAIR.</span></p> <p>Please confirm this with patient. </p></div>","1, Patient confirms | 2, Patient denies | 3, Patient refuses to answer",,,,,,"[20182019_arm_11][pap_smear_result] = ""1"" OR [20172018_arm_11][pap_smear_result] = ""1"" OR [20162017_arm_11][pap_smear_result] = ""1""",,,,,,
nml_pap_3yrs_12,womens_health,,radio,"<div class=""rich-text-field-label""><p><span style=""background-color: #ffff00;"">THIS PATIENT HAS HAD A NORMAL PAP SMEAR IN THE LAST 3 YEARS AT THE POMPANO BEACH HEALTH FAIR.</span></p> <p>Please confirm this with patient. </p></div>","1, Patient confirms | 2, Patient denies | 3, Patient refuses to answer",,,,,,"[20182019_arm_12][pap_smear_result] = ""1"" OR [20172018_arm_12][pap_smear_result] = ""1""",,,,,,
nml_pap_3yrs_13,womens_health,,radio,"<div class=""rich-text-field-label""><p><span style=""background-color: #ffff00;"">THIS PATIENT HAS HAD A NORMAL PAP SMEAR IN THE LAST 3 YEARS AT THE OLINDA PARK HEALTH FAIR.</span></p> <p>Please confirm this with patient. </p></div>","1, Patient confirms | 2, Patient denies | 3, Patient refuses to answer",,,,,,"[20182019_arm_13][pap_smear_result] = ""1"" OR [20172018_arm_13][pap_smear_result] = ""1""",,,,,,
old_pap_time,womens_health,,radio,How long has it been since your last pap smear?,"0, < 1 year | 1, 1 - 3 years | 2, More than 3 years | 3, Never had one",,,,,,[age] >= 21 and [age] <= 65,y,,,,,
oldpap_results,womens_health,,dropdown,What were the results of your last pap smear?,"1, Normal | 2, Epithelial Cell Abnormality, ASCuS | 3, Epithelial Cell Abnormality, LSIL | 4, Epithelial Cell Abnormality, HSIL | 5, Unsatisfactory Specimen | 6, I don't know/Prefer not to answer",,,,,,[old_pap_time] = '1' or [old_pap_time] = '2' or [old_pap_time] = '0',,,,,,
abnormal_pap,womens_health,,yesno,Have you ever had an abnormal pap smear?,,,,,,,[age] >= 21 and [age] <= 65,y,,,,,
abnormal_pap_explain,womens_health,,notes,"<div class=""rich-text-field-label""><p>Explain abnormal pap smear:</p></div>",,,,,,,[abnormal_pap] = '1',,,,,,
year_pap,womens_health,,yesno,Has it been 3 years since your last pap smear? ,,,,,,,[sex] = '2' and [age] > 1000,y,,,,,
pap_smear_last_year,womens_health,,descriptive,"Pap smear done last year?: [20172018_arm_2][pap_smear]

*Automated field: Blank means not done",,Automated field: Blank means not done,,,,,[age] > 1000,,,,,,@DEFAULT=[20162017_arm_1][pap_smear]
pap_smear,womens_health,,yesno,Pap Smear Done Today?,,,,,,,,y,,,,,
pelvic_exam,womens_health,,notes,Pelvic Exam,,,,,,,[pap_smear] = '1',,,,,,
breast_complaints,womens_health,,checkbox,"<div class=""rich-text-field-label""><p>Any breast complaints today? <span style=""font-weight: normal;"">(Choose any/all that apply, leave blank if none.)</span></p></div>","1, Tenderness | 2, Breast lumps | 3, Discharge | 4, Other | 5, None",,,,,,,y,,,,,
breast_complaint_explain,womens_health,,notes,"<div class=""rich-text-field-label""><p>Explain breast complaint further if possible:</p></div>",,,,,,,[breast_complaints(1)] = '1' or [breast_complaints(2)] = '1' or [breast_complaints(3)] = '1' or [breast_complaints(4)] = '1',,,,,,
mammogram_2_years,womens_health,,yesno,Have you had a mammogram before?,,,,,,,[age] >= 40 and [age] <=74,y,,,,,
mammo_last_year,womens_health,,yesno,"<div class=""rich-text-field-label""><p>Have you had a mammogram in the last year?</p></div>",,,,,,,[mammogram_2_years] = '1',,,,,,
mammogram_time,womens_health,,radio,How long has it been since your last mammogram?,"1, > 2 years | 2, < 2 years | 3, I don't remember",,,,,,[age] >= 40 and [age] <= 74 and [sex] = '2' and [mammo_last_year] = '0',y,,,,,
abnormal_mammogram,womens_health,,radio,"<div class=""rich-text-field-label""><p>Have you ever had an abnormal mammogram before?</p></div>","1, yes | 2, no",,,,,,[mammogram_2_years] = '1',,,,,,
abnormal_mammogram_explain,womens_health,,notes,"<div class=""rich-text-field-label""><p>Explain abnormal mammogram if possible:</p></div>",,,,,,,[abnormal_mammogram] = '1',,,,,,
familyhistory_breastcancer,womens_health,,radio,"<div class=""rich-text-field-label""><p>Do you have anyone in your family who has/had breast cancer?</p></div>","1, Yes | 2, No",,,,,,,,,,,,
breastcx_relatives,womens_health,,checkbox,"<div class=""rich-text-field-label""><p>Select which of the following in the patient's family has/had breast cancer <span style=""font-weight: normal;"">(choose any or all that apply)</span><span style=""font-weight: normal;"">:</span></p></div>","1, First degree relative | 2, Second degree relative | 3, Other",,,,,,[familyhistory_breastcancer] = '1',,,,,,
breastexam_today,womens_health,,radio,"<div class=""rich-text-field-label""><p>Does the patient require a breast exam today?</p></div>","1, Yes | 2, No",,,,,,,,,,,,
breast_exam,womens_health,,notes,Clinical Breast Exam,,,,,,,[breastexam_today] = '1',,,,,,
