field_name,form_name,section_header,field_type,field_label,select_choices_or_calculations,field_note,text_validation_type_or_show_slider_number,text_validation_min,text_validation_max,identifier,branching_logic,required_field,custom_alignment,question_number,matrix_group_name,matrix_ranking,field_annotation
consent_spanish,consent_to_treatment,,descriptive,"Consentimiento al Tratamiento

1. Yo, el paciente abajo firmante o (NOMBRE DEL PACIENTE) consiento someterme a todas las pruebas, tratamientos y otros procedimientos necesarios en el curso de la evaluación de la salud
problemas por parte del personal y estudiantes de la Escuela de Medicina de la Universidad de Miami Mitchell Wolfson, Departamento de Servicio a la Comunidad del Sr. (UMMSM DOCS).

2. Entiendo además que esta es una feria de salud comunitaria de enseñanza, y que la capacitación de médicos y otras personas, es una de las actividades del DOCS, y acepto cooperar de la mejor manera posible.

3. Soy consciente de que la práctica de la medicina no es una ciencia exacta y reconozco que no se me han garantizado los resultados de los diagnósticos, exámenes o tratamientos en las ferias.

4. Autorizo ​​por este medio al personal de UMSM DOCS a tomar fotografías fijas, películas, transmisión de televisión y / o grabación en video para fines educativos y probatorios, según lo deseen. Cualquiera de esas imágenes fijas o de video utilizadas para fines médicos, científicos, etc. La investigación, o propósitos educativos, no revelarán, cuando sea posible, mi identidad a través de la imagen misma o el texto descriptivo que la acompaña.

5. Autorizo ​​que los UMSM DOCS retengan, conserven y / o utilicen con fines de investigación científica, terapéutica, comercial o de enseñanza, o que eliminen a su conveniencia, cualquier muestra o tejido extraído de mi cuerpo durante mis exámenes.

6. Por la presente, otorgo acceso a mis registros médicos al personal superior de UMSM DOCS con el propósito específico de evaluar la calidad continua de la atención prestada por su personal. Además, autorizo ​​al personal superior a utilizar partes de mis registros médicos según sea necesario para los fines de educar a su personal, siempre que los registros no se identifiquen como pertenecientes a mí específicamente sin mi permiso expreso.

7. Por la presente otorgo acceso a mis registros médicos a miembros del personal de DOCS y otros investigadores médicos para fines de investigación médica de buena fe. Además, les autorizo ​​a usar mis registros médicos y resultados para la investigación médica de buena fe. Sin embargo, mis registros no pueden identificarse específicamente para mí, sin mi permiso expreso.

Yo, el abajo firmante, solicito que las organizaciones que participan en la feria de salud realicen pruebas de detección de salud.

Por la presente, libero a la Facultad de Medicina de la Universidad de Miami, al laboratorio contratado y a todas las demás organizaciones participantes de toda responsabilidad derivada de cualquier incidente, acto u omisión que surja de mi participación en la feria de salud, incluidos análisis de sangre u otros exámenes / pruebas, o desde la transmisión o uso de los datos allí derivados.",,,,,,,[language] = '2',,,,,,
consent_creole,consent_to_treatment,,descriptive,"Konsantman Pou Tretman

1. Mwen, pasyan ki siyen an oswa (NON PASYAN) konsanti yo sibi tout tès nesesè, tretman ak lòt pwosedi nan kou a nan tès depistaj pou sante pwoblèm nan pèsonèl la ak elèv yo nan University of Miami Lekòl Medsin Mitchell Wolfson, Sr. Depatman Sèvis Kominotè (UMMSM DOCS).

2. Mwen konprann ke sa a se yon sant sante kominote ansèyman, ak doktè fòmasyon ak lòt moun, se youn nan aktivite DOCS yo, epi mwen dakò pou mwen kolabore pi byen nan kapasite mwen.

3. Mwen konnen ke pratik nan medikaman se pa yon syans egzak epi mwen rekonèt ke pa gen okenn garanti yo te fè m 'tankou rezilta yo nan dyagnostik, egzamen oswa tretman nan fwa yo.

4. Mwen otorize anplwaye UMMSM DOCS yo pou pran foto toujou, foto mouvman, transmisyon televizyon ak / oswa anrejistreman videotaped pou objektif edikatif ak evidans ke yo ka vle. Nenpòt imaj tankou toujou oswa videyo ki itilize pou medikal, syantifik ,. rechèch, oswa objektif edikasyonèl, pa pral revele, kote posib, idantite mwen an nan imaj la tèt li oswa tèks ki akonpaye li a.

5. Mwen otorize UMMSM DOCS yo pou kenbe, prezève ak / oswa pou itilize pou rechèch syantifik, terapetik, komèsyal oswa ansèyman, oswa jete nan konvenyans yo, nenpòt ki espesimèn oswa tisi yo pran nan kò mwen pandan egzamen mwen an.

6. Mwen bay aksè nan dosye medikal mwen an anplwaye ansyen nan UMMSM DOCS pou objektif espesifik pou evalye kalite swen kontinyèl ke ekip yo rann yo bay yo. Mwen plis otorize anplwaye ansyen yo pou itilize pòsyon dosye medikal mwen jan sa nesesè pou edike anplwaye yo, depi yo pa idantifye dosye yo kòm konsènan mwen espesyalman san pèmisyon eksprime mwen.

7. Mwen bay tout manm pèsonèl DOCS yo ak lòt chèchè medikal yo, aksè nan dosye medikal mwen yo pou objektif rechèch medikal yo. Mwen plis otorize yo sèvi ak dosye medikal mwen ak rezilta pou rechèch medikal bòn fwa. Sepandan, dosye mwen yo pa ka idantifye kòm konsènan m 'espesyalman, san pèmisyon eksprime mwen.

Mwen, ki siyen an, mande pou tès sante tès depistaj yo fèt pou mwen pa òganizasyon k ap patisipe nan evènman sante.

Mwen pibliye inivèsite Lekòl Medsin nan Miami, laboratwa kontra a ak tout lòt òganizasyon k ap patisipe nan nenpòt responsablite ki soti nan nenpòt ensidan, zak oswa omisyon ki rive soti nan patisipasyon mwen nan evènman sante a ~ tankou desen san oswa lòt egzamen / tès yo, oswa soti nan transmisyon oswa itilize nan done yo gen soti nan sòti.",,,,,,,[language] = '3',,,,,,
date_sig,consent_to_treatment,,descriptive,Date: [todays_date],,,,,,,,,,,,,
pt_sig_general_consent_chk,consent_to_treatment,,checkbox,"<div class=""rich-text-field-label""><p>Patient</p> <p><br />I have been given the consent forms and all my questions have been answered. I consent to participating in this fair.</p></div>","1, I agree",,,,,,,,,,,,
pt_sig_general_consent,consent_to_treatment,,text,Patient Signature,,,,,,,[pt_sig_general_consent_chk(1)] = '1',y,,,,,
witness_signature_chk,consent_to_treatment,,checkbox,"<div class=""rich-text-field-label""><p>Witness <br /><br />By checking this box, you agree to being a witness for the above consent.</p></div>","1, I agree",,,,,,,,,,,,
witness_signature,consent_to_treatment,,text,Witness Signature,,,,,,,[witness_signature_chk(1)] = '1',,,,,,
interpreter_signature_chk,consent_to_treatment,,checkbox,"Interpreter 

By checking this box, you agree to being an interpreter for the above consent.","1, I agree",,,,,,[language] = '2' or [language] = '3' or [language] = '4',,,,,,
interpreter_signature,consent_to_treatment,,text,Interpreter Signature,,,,,,,[interpreter_signature_chk(1)] = '1',,,,,,
photo_consent_blurb,photo_consent,,descriptive,"I, [first_name] [last_name], authorize the University of Miami, Department of Community Service, to take still photographs, audio recordings, and/or video recordings of me/ (my child), and I authorize the release and publication of any protected health information or other identifying information in connection with such activity (as applicable), for use in any manner, as indicated below 

Publication(s) or other broadcast, promotional, advertising or commercial purposes: 

Medical Training, teaching, education, scientific meetings and scientific publications, including professional journals or medical books: 

I hereby release all claims, rights, and interests that I might have in such photography or audio or video recordings or use thereof. I agree that the University of Miami, its Trustees, officers, employees, students, faculty and agents will not be responsible for any claims arising in any way out of the taking and use as described above of such photographs and/or audio or video recordings, and that I will not receive any benefit from the use of such photographs and/or recordings. I understand that I will not have an opportunity to inspect and approve such photographs or recordings prior to their use, and that the University of Miami will be the owner of such photographs and/or recordings. I confirm that these photographs and/or recordings were taken with my knowledge and consent. ",,,,,,,,,,,,,
photo_consent_spanish,photo_consent,,descriptive,"Consentimiento de Foto

Yo, (NOMBRE DEL PACIENTE), autorizo ​​a la Universidad de Miami, Departamento de Servicio a la Comunidad, a tomar fotografías fijas, grabaciones de audio y / o grabaciones de video de mí / (mi hijo), y autorizo ​​la publicación y publicación de cualquier salud protegida información u otra información de identificación relacionada con dicha actividad (según corresponda), para su uso de cualquier manera, como se indica a continuación

Publicación (es) u otros fines de difusión, promoción, publicidad o comerciales:

Entrenamiento médico, enseñanza, educación, reuniones científicas y publicaciones científicas, incluidas revistas profesionales o libros de medicina:

Por la presente, libero todos los reclamos, derechos e intereses que pueda tener en dichas fotografías o grabaciones de audio o video, o el uso de las mismas. Acepto que la Universidad de Miami, sus fideicomisarios, funcionarios, empleados, estudiantes, profesores y agentes no serán responsables de los reclamos que surjan de la toma y el uso como se describe anteriormente de dichas fotografías y / o grabaciones de audio o video. , y que no recibiré ningún beneficio del uso de tales fotografías y / o grabaciones. Entiendo que no tendré la oportunidad de inspeccionar y aprobar dichas fotografías o grabaciones antes de su uso, y que la Universidad de Miami será la propietaria de dichas fotografías y / o grabaciones. Confirmo que estas fotografías y / o grabaciones fueron tomadas con mi conocimiento y consentimiento.",,,,,,,[language] = '2',,,,,,
photo_consent_creole,photo_consent,,descriptive,"Photo Konsantman

Mwen, (NON PASYAN), otorize Inivèsite Miami, Depatman Sèvis Kominotè, pou pran foto, anrejistreman odyo, ak / oswa anrejistreman videyo sou mwen / (pitit mwen an), epi mwen otorize pou divilge ak pibliye nenpòt ki sante pwoteje enfòmasyon oswa lòt enfòmasyon ki idantifye an koneksyon avèk aktivite sa yo (ki aplikab), pou itilize nan nenpòt fason, jan sa endike anba a

Piblikasyon (yo) oswa lòt difizyon, pwomosyon, piblisite oswa komèsyal:

Fòmasyon medikal, ansèyman, edikasyon, reyinyon syantifik ak piblikasyon syantifik, tankou jounal pwofesyonèl oswa liv medikal:

Mwen pibliye tout reklamasyon, dwa, ak enterè ke mwen ka gen nan fotografi oswa odyo oswa videyo anrejistreman oswa itilize ladan l. Mwen dakò ke University of Miami, administratè li yo, ofisye yo, anplwaye yo, elèv yo, fakilte ak ajan pa pral responsab pou nenpòt reklamasyon ki rive nan nenpòt fason soti nan pran ak itilize kòm dekri pi wo a nan foto sa yo ak / oswa anrejistreman odyo oswa videyo , e ke mwen pa pral resevwa okenn benefis nan itilize nan foto sa yo ak / oswa anrejistreman. Mwen konprann ke mwen pa pral gen yon opòtinite pou enspekte ak apwouve foto oswa anrejistreman anvan yo itilize yo, e ke University of Miami yo pral mèt kay la nan foto sa yo ak / oswa anrejistreman. Mwen konfime ke foto sa yo ak / oswa anrejistreman yo te pran ak konesans mwen ak konsantman mwen.",,,,,,,[language] = '3',,,,,,
location_of_activity,photo_consent,,descriptive,Fair Site: [fair_site],,,,,,,,,,,,,
date_of_visit,photo_consent,,descriptive,Date of Visit: [todays_date],,,,,,,,,,,,,
attendee,photo_consent,,descriptive,Attendee: [first_name] [last_name],,,,,,,,,,,,,
attendee_signature_chk,photo_consent,,checkbox,"Attendee Signature: By checking this box, you agree to the above consent.","1, I agree",,,,,,,,,,,,
attendee_signature,photo_consent,,text,Attendee Signature,,,,,,,'1'='0',,,,,,
witness_sig_photo_chk,photo_consent,,checkbox,"Witness (Student Volunteer) Signature: By checking this box, you agree to being a witness for the above consent","1, I agree",,,,,,,,,,,,
witness_signature_photo,photo_consent,,text,Witness (Student Volunteer) Signature,,,,,,,'1'='0',,,,,,
for_minors_representative,photo_consent,,text,For minors: representative/relationship,,,,,,,[age] <= 18,,,,,,
minor_s_date_of_birth,photo_consent,,descriptive,Minor's Date of Birth: [birthday],,,,,,,[age] <= 18,,,,,,
for_minors_sig_chk,photo_consent,,checkbox,"For minors: By checking this box, you agree to the above consent.","1, I agree",,,,,,[age] <= 18,,,,,,
for_minors_signature,photo_consent,,text,For minors signature,,,,,,,[age] <= 18,,,,,,
name_of_department_represe,photo_consent,,descriptive,"Name of Department Representative: Raysa Christodoulou
Department: Department of Community Service (DOCS)
Phone Number: 305-243-4898",,,,,,,,,,,,,@DEFAULT='Raysa Christodoulou'
pt_sum,general_questions,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr style=""height: 17px;""> <td style=""width: 50%; height: 17px;""><span style=""color: #000080;"">Name:</span></td> <td style=""width: 50%; height: 17px;""><span style=""color: #000080;""> </span><span style=""font-weight: normal;"">[last_name] , [first_name]</span></td> </tr> <tr style=""height: 17px;""> <td style=""width: 50%; height: 17px;""><span style=""color: #000080;"">DOB: </span></td> <td style=""width: 50%; height: 17px;""><span style=""color: #000080; font-weight: 400;"">[birthday]</span></td> </tr> <tr style=""height: 17px;""> <td style=""width: 50%; height: 17px;""><span style=""color: #000080;"">Age:</span></td> <td style=""width: 50%; height: 17px;""><span style=""color: #000080;""> </span><span style=""font-weight: normal;"">[age]</span></td> </tr> <tr style=""height: 17px;""> <td style=""width: 50%; height: 17px;""><span style=""color: #000080;"">Record_id: </span></td> <td style=""width: 50%; height: 17px;""><span style=""color: #000080; font-weight: 400;"">[record_id]</span></td> </tr> </tbody> </table> <p> </p></div>",,,,,,,,,,,,,
chief_complaint,general_questions,,text,What brings you to the fair today?,,,,,,,,y,,,,,
general_health,general_questions,,radio,Would you say your general health is:,"1, Excellent | 2, Very Good | 3, Good | 4, Fair | 5, Poor",,,,,,,y,,,,,
health_insurance,general_questions,,dropdown,"Do you have any kind of health care coverage? Regardless of your insurance or citizenship status, we offer care to everyone. We offer our services to everyone. 

<p style=""font-size:20px"">Record what they say, don't provide answer choices. </p>","0, Medicaid | 1, Medicare | 2, Private Insurance | 3, Jackson Card | 4, Uninsured | 5, Other | 6, Refused | 7, Don't Know",,,,,,,y,,,,,
other_insurance,general_questions,,text,"If ""Other"" chosen, please state.",,,,,,,[health_insurance] = '5',,,,,,
living_miami_dade,general_questions,,radio,"How long have you lived in Miami-Dade County?

(If the patient has lived in Miami-Dade county for 3 or more months, they may be eligible for a Jackson card, encourage the patient to ask the FDE volunteer about this financial assistance program.)","1, 0 - 3 months | 2, 3 or months | 3, Does not live in Miami-Dade County",,,,,,[health_insurance] = '4' or [health_insurance] = '5' or [health_insurance] = '6' or [health_insurance] = '7' or [health_insurance] = '8',y,,,,,
primary_care_last_year,general_questions,,yesno,Do you have a primary care doctor?,,,,,,,,y,,,,,
specialty,general_questions,,dropdown,"If yes, what specialty is your PCP?
","1, Emergency Medicine | 2, Family Medicine | 3, General Surgery | 4, Geriatrics | 5, Internal Medicine | 6, Medicine-Pediatrics | 7, Obstetrics & Gynecology | 8, Pediatrics | 9, Psychiatry | 10, Urgent Care | 11, Other",,,,,,[primary_care_last_year] = '1',y,,,,,
other_pcp,general_questions,,text,"If other, please specify",,,,,,,[specialty] = '11',y,,,,,
do_you_have_one_person_you,general_questions,,radio,When was the last time you saw your primary care doctor?,"0, < 1 year | 1, 1-3 years | 2, 4-5 years | 3, 6-10 years | 4, >10 years",,,,,,[primary_care_last_year] = '1',y,,,,,
do_you_smoke,general_questions,,radio,What is your smoking status?,"1, Yes | 0, No | 3, Former",,,,,,,y,,,,,
smoking,general_questions,,yesno,"<div class=""rich-text-field-label""><p>Have you smoked at least 100 cigarettes in your entire life? (100 cigarettes=5 packs)</p></div>",,,,,,,[do_you_smoke] = '1' or [do_you_smoke] = '3',y,,,,,
how_many_cigarettes,general_questions,,text,"<div class=""rich-text-field-label""><p>How many cigarettes do/did you smoke per day?</p></div>",,,,,,,[do_you_smoke] = '1' or [do_you_smoke] = '3',y,,,,,
smoking_years,general_questions,,text,"<div class=""rich-text-field-label""><p>Number of smoking years (round to nearest whole number)</p></div>",,,,,,,[do_you_smoke] = '1' or [do_you_smoke] = '3',y,,,,,
pack_years,general_questions,,calc,"<div class=""rich-text-field-label""><p>Smoking Pack Years</p></div>",([how_many_cigarettes]/20)*[smoking_years],,,,,,[do_you_smoke] = '1' or [do_you_smoke] = '3',y,,,,,
pt_sum_2,triage,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr style=""height: 17px;""> <td style=""width: 50%; height: 17px;""><span style=""color: #000080;"">Name:</span></td> <td style=""width: 50%; height: 17px;""><span style=""color: #000080;""> </span><span style=""font-weight: normal;"">[last_name] , [first_name]</span></td> </tr> <tr style=""height: 17px;""> <td style=""width: 50%; height: 17px;""><span style=""color: #000080;"">DOB: </span></td> <td style=""width: 50%; height: 17px;""><span style=""color: #000080; font-weight: 400;"">[birthday]</span></td> </tr> <tr style=""height: 17px;""> <td style=""width: 50%; height: 17px;""><span style=""color: #000080;"">Age:</span></td> <td style=""width: 50%; height: 17px;""><span style=""color: #000080;""> </span><span style=""font-weight: normal;"">[age]</span></td> </tr> <tr style=""height: 17px;""> <td style=""width: 50%; height: 17px;""><span style=""color: #000080;"">Record_id: </span></td> <td style=""width: 50%; height: 17px;""><span style=""color: #000080; font-weight: 400;"">[record_id]</span></td> </tr> </tbody> </table> <p> </p></div>",,,,,,,,,,,,,
triage_intro,triage,,descriptive,"""We are going to ask you some questions to determine which stations you'll benefit most from.""

Note to volunteer: check yes to any station that the patient has expressed an interest in attending per the paper form.",,,,,,,,,,,,,
preferences,triage,,checkbox,"On the paper form, which of the stations did the patient indicate that he/she wanted to attend today?

If no paper form is filled out, please ask the patient if they would like to attend the following stations:","9, Point of Care - Glucose/ Lipids | 1, Audiology | 2, Dental | 3, Dermatology | 4, HIV/Hep C | 5, Memory Screening | 6, (only for males) Men's Health | 7, Ophthalmology | 8, (only for females) Women's Health",,,,,,,y,,,,,
fmx_diabetes,triage,Point of Care (POC) - Glucose and Lipids,yesno,"Do you have a first degree relative (parent, sibling, child) who has diabetes?",,,,,,,[age] < 40 AND ([race] = '1' OR [race] = '4' OR [race] = '8' OR [race] = '9'),y,,,,,
hx_gestational_diabetes,triage,,yesno,Do you have a history of gestational diabetes during any of your pregnancies?,,,,,,,[sex] = '2' AND [age] < 40 AND ([race] = '1' OR [race] = '4' OR [race] = '8' OR [race] = '9'),y,,,,,
hx_pcos,triage,,yesno,Do you have a history of PCOS (Polycystic ovarian syndrome)?,,,,,,,[sex] = '2' AND [age] < 40 AND ([race] = '1' OR [race] = '4' OR [race] = '8' OR [race] = '9'),y,,,,,
glucose_station,triage,,radio,"""Based on the information you provided, we recommend that you go to the ""Point of Care"" station to check your sugar and cholesterol.""

Click YES.","1, Yes",,,,,,[age] >= 40 or [race] = '2' or [race] = '3' or [race] = '5' or [race] = '6' or [race] = '7' or [fmx_diabetes] = '1' or [hx_gestational_diabetes] = '1' or [hx_pcos] = '1' or [preferences(9)] = '1',y,,,,,
ipss,triage,Men's Health,yesno,"In the past month, have you had any difficulties with urination? (weak stream, difficulty urinating, frequency, urgency, pain with urination, incomplete emptying)

Check 'Yes' if he says yes to any of the questions.",,,,,,,[sex] = '1' AND [preferences(6)] = '0',y,,,,,
male_exam_station,triage,,radio,"""Based on the information you provided, we recommend that you go to the ""Men's Health"" station.""

Click YES.","1, Yes",,,,,,[sex] = '1' AND [age] > 50 OR ([ipss] = '1' or [preferences(6)] = '1'),y,,,,,
female_exam_station,triage,Women's Health,radio,"""Based on the information you provided, we recommend that you go to the ""Women's Health"" station.""

Click YES.","1, Yes",,,,,,[sex] = '2' AND (([age] >= 21 AND [age] <= 65) or [preferences(8)] = '1'),y,,,,,
request_psyc,triage,Mental Health Screening,yesno,Would you like to speak to a mental health professional today?,,,,,,,,y,,,,,
truthfully,triage,,descriptive,We are going to ask some questions that we ask all patients to assess your mood. Please answer them as truthfully as you can.,,,,,,,[request_psyc] = '0',,,,,,
nervous_anxious,triage,"Over the last 2 weeks, how often have you been bothered by the following problems? ",radio,"Feeling nervous, anxious or on edge","0, Not at all | 1, Several days | 2, More days than not | 3, Nearly every day",,,,,,[request_psyc] = '0',y,,,phq_4,,
worrying,triage,,radio,Not being able to stop or control worrying,"0, Not at all | 1, Several days | 2, More days than not | 3, Nearly every day",,,,,,[request_psyc] = '0',y,,,phq_4,,
depressed_hopeless,triage,,radio,"Feeling down, depressed or hopeless","0, Not at all | 1, Several days | 2, More days than not | 3, Nearly every day",,,,,,[request_psyc] = '0',y,,,phq_4,,
little_interest,triage,,radio,Little interest or pleasure in doing things,"0, Not at all | 1, Several days | 2, More days than not | 3, Nearly every day",,,,,,[request_psyc] = '0',y,,,phq_4,,
alcohol,triage,"<div class=""rich-text-field-label""></div>",radio,Do you drink alcohol?,"1, Yes | 2, No | 3, Previously (>1 year ago)",,,,,,,y,,,,,
cage1,triage,CAGE Questionnaire,radio,Have you ever felt you should cut down on your drinking?,"1, Yes | 2, No",,,,,,[alcohol] = '1',y,,,cage,,
cage2,triage,,radio,Have people annoyed you by criticizing your drinking?,"1, Yes | 2, No",,,,,,[alcohol] = '1',y,,,cage,,
cage3,triage,,radio,Have you ever felt bad or guilty about your drinking?,"1, Yes | 2, No",,,,,,[alcohol] = '1',y,,,cage,,
cage4,triage,,radio,Have you ever had a drink first thing in the morning to steady your nerves or get rid of a hangover (eye-opener)?,"1, Yes | 2, No",,,,,,[alcohol] = '1',y,,,cage,,
gender_dysphoria,triage,"<div class=""rich-text-field-label""></div>",descriptive,"Patient's sex at birth: [sex]
Gender dysphoric?: [dysphoric]
Specified gender: [specify_gender]",,,,,,,[dysphoric] = '1' AND [age] > 1000,,,,,,
dysphoric,triage,,yesno,"Are you experiencing significant distress or impairment in social, occupational, or other important areas of functioning?",,,,,,,[different_sex(1)] = '1' AND [age] >1000,y,,,,,
